,current_value,total_value,time
0,1,1,5.028122186660767
1,1,6,5.228312253952026
2,-1,6,12.127471208572388
3,-1,4,13.638580083847046
4,-1,1,20.92637610435486
5,-1,-2,21.636117696762085
6,1,-4,29.498302221298218
