,valence,arousal
0,0.11445198,-0.75346494
1,0.11380657,-0.7767079
2,0.11326002,-0.75848365
3,0.11070933,-0.7615216
4,0.11000923,-0.7525468
5,0.113952346,-0.75268584
6,0.108367346,-0.75625056
7,0.10857042,-0.7539866
8,0.10571142,-0.75502795
9,0.10667264,-0.74806774
10,0.10785631,-0.7571005
11,0.15051787,-0.661347
12,0.14263722,-0.7501494
13,0.24123624,-0.74602485
14,0.22599417,-0.6865626
15,0.23201674,-0.6777328
16,0.27523747,-0.5698602
17,0.29319012,-0.50566214
18,0.21144542,-0.370779
19,0.18978322,-0.37062114
20,0.2036224,-0.37254578
21,0.14404918,-0.49140933
22,0.12715447,-0.38202667
23,0.0901549,-0.3909464
24,0.10490125,-0.47688606
25,0.14304993,-0.60709506
26,0.10804095,-0.553327
27,0.096466094,-0.4845393
28,0.08986463,-0.37714154
29,0.069142364,-0.4215651
30,0.068842135,-0.28295615
31,0.10693522,-0.28884688
32,0.09606077,-0.23272868
33,-0.0013153895,-0.30712682
34,0.04759274,-0.33595857
35,0.18372129,-0.5275289
36,0.28759468,-0.57747316
37,0.11684882,-0.4808372
38,0.16232423,-0.37785858
39,0.14001438,-0.2845067
40,0.1249074,-0.31396544
41,0.13542335,-0.29718626
42,0.2397856,-0.5095475
43,0.30922928,-0.5900242
44,0.28491196,-0.5110378
45,0.40722212,-0.7376717
46,0.3719449,-0.7746938
47,0.44903016,-0.878572
48,0.3266546,-0.6339639
49,0.10447081,-0.3603631
50,0.12809776,-0.29704395
51,0.07976863,-0.55504227
52,0.051399227,-0.52574104
53,0.016231995,-0.52881306
54,0.056847032,-0.52547175
55,-0.025054935,-0.5298547
56,0.015976276,-0.54501176
57,-0.01648352,-0.5428651
58,-0.008503263,-0.49848324
59,-0.023025814,-0.5143198
60,0.0075131315,-0.49317452
61,0.01553076,-0.4646972
62,0.0027660385,-0.4902465
63,0.009285714,-0.45666137
64,0.03257477,-0.44427237
65,0.038630422,-0.47435793
66,-0.026126925,-0.4571844
67,0.0560801,-0.38626674
68,-0.0023861274,-0.50331056
69,0.028817978,-0.5304376
70,0.011596675,-0.4969887
71,0.06194332,-0.51491904
72,0.041102733,-0.48724493
73,-0.031800333,-0.479045
74,-0.038513515,-0.4820893
75,-0.015712652,-0.48051438
76,0.019736048,-0.45382872
77,-0.0018840774,-0.4687452
78,0.065528475,-0.60598266
79,0.12558243,-0.66305184
80,0.10416489,-0.732554
81,0.09285853,-0.7384281
82,0.06497466,-0.75672364
83,0.10104921,-0.71842
84,0.0027591244,-0.7339239
85,0.29038504,-0.799489
86,0.21065503,-0.78863204
87,0.27482286,-0.80869216
88,0.17059684,-0.7742162
89,0.28373417,-0.771813
90,0.3412513,-0.8503494
91,0.2617937,-0.8581276
92,0.20134756,-0.6124349
93,0.19657208,-0.5860905
94,0.22545381,-0.63984203
95,0.19986,-0.6624141
96,0.20071293,-0.63793325
97,0.2898873,-0.6865235
98,0.2728446,-0.7137123
99,0.3372612,-0.8175027
100,0.31304625,-0.90928197
101,0.31094256,-0.8692255
102,0.3459626,-0.88072354
103,0.34287438,-0.8713685
104,0.3232669,-0.91652894
105,0.32608524,-0.9261408
106,0.30700392,-0.9257411
107,0.24327621,-0.78742707
108,0.3566686,-0.87380636
109,0.30495825,-0.8376154
110,0.2858829,-0.8799139
111,0.28245604,-0.8559157
