,valence,arousal
0,0.32374528,-0.7324771
1,0.32751593,-0.74608135
2,0.32434326,-0.74435264
3,0.3238257,-0.52160925
4,0.51233184,-0.5706693
5,0.38956627,-0.58178073
6,0.31185782,-0.64020246
7,0.3371709,-0.53872937
8,0.40397415,-0.49972117
9,0.42888594,-0.5548328
10,0.38936418,-0.72858596
11,0.26043335,-0.75763935
12,-0.03677604,0.036425866
13,0.18423454,-0.5731634
14,0.2508581,-0.7034365
15,0.3518236,-0.710354
16,0.20762932,-0.59143925
17,0.14582583,-0.50701046
18,0.1714428,-0.5415057
19,0.122635804,-0.47497368
20,0.17864707,-0.46859786
21,0.21560572,-0.50717294
22,0.2337317,-0.56920725
23,0.20523804,-0.49453256
24,0.14865416,-0.31470683
25,0.122754,-0.23425563
26,-0.20187128,-0.071798675
27,-0.22467741,-0.0970382
28,-0.22635564,-0.116876476
29,-0.22024748,-0.16471775
