,valence,arousal
0,0.41804397,-0.23074181
1,0.39701983,-0.07690423
2,0.39697492,-0.023913585
3,0.41406325,-0.13737132
4,0.4093821,0.16446634
5,0.36056054,-0.30731133
6,0.36542553,-0.121866755
7,0.2806124,-0.42024854
8,0.13695936,-0.47004753
9,0.10575437,-0.68666905
10,-0.027294446,-0.7957685
11,-0.008285378,-0.5843012
12,0.10029126,-0.4587017
13,0.17523713,-0.5108866
14,0.21315457,-0.54056525
15,0.20179051,-0.6271442
16,0.20050327,-0.65039253
17,0.23106676,-0.72862834
18,0.23744589,-0.7594021
19,0.2535337,-0.74287605
20,0.225337,-0.7381471
21,0.23105578,-0.63093585
22,0.23533686,-0.55547684
23,0.23384386,-0.5631814
24,0.25102627,-0.5462555
25,0.2667669,-0.49003252
26,0.25951353,-0.5259261
27,0.2606951,-0.5206842
28,0.27850816,-0.5378583
29,0.25238684,-0.5532326
