,valence,arousal
0,0.19305417,-0.24981542
1,0.16154334,-0.29917675
2,0.14569962,-0.22671051
3,-0.20897627,0.108154155
4,-0.1462446,0.031876363
5,-0.18604405,0.09388063
6,-0.14487292,0.12053857
7,-0.15900198,0.075227894
8,-0.13813278,-0.026005886
9,-0.11862459,-0.057403944
10,0.191174,-0.1843072
11,0.23410875,-0.58934116
12,0.07835125,-0.57350147
13,0.076765336,-0.56827843
14,0.1096672,-0.52690697
15,0.095586635,-0.51583207
16,0.0026730665,-0.538624
17,-0.016387682,-0.52739716
18,0.031715903,-0.56821376
19,0.058880165,-0.52639884
20,0.071564056,-0.61129034
21,0.07887218,-0.7058375
22,-0.0021526262,-0.7277062
23,0.022141408,-0.6125996
24,0.08806431,-0.4510425
25,-0.006052446,-0.4521173
26,0.0031627447,-0.33736792
27,0.17502758,-0.63133144
28,0.27651706,-0.62063193
29,0.33791277,-0.5098715
30,-0.01481605,-0.20630918
31,0.09023944,-0.34873456
32,0.08774082,-0.5147791
33,0.103036754,-0.35056004
34,-0.019458476,-0.43173447
35,0.075082086,-0.48027736
36,0.07458562,-0.44341078
37,-0.06687479,-0.42413318
38,-0.12293412,-0.38755777
39,-0.0695372,-0.39713827
40,-0.042777587,-0.4233477
41,0.17910486,-0.4573405
42,-0.088906355,-0.44967058
43,-0.17396978,-0.4125836
44,0.04635189,-0.34220254
45,-0.013757457,-0.41545668
46,0.40305683,-0.5184575
47,0.5539707,-0.3761057
48,0.63131285,-0.6519236
49,0.18440393,-0.13019215
50,-0.2857023,-0.17081864
51,-0.04751948,-0.009226403
52,0.056952413,-0.4460799
53,0.030031312,-0.21638308
54,0.16121995,-0.29346058
55,0.051550593,0.037410907
56,0.40986323,-0.40334505
57,-0.06360224,-0.39540794
58,0.16753596,-0.6389882
59,0.38913527,-0.33831242
60,0.27339545,0.015641697
61,0.016191717,-0.1540887
62,-0.015222182,-0.53733075
63,-0.14533335,-0.6108401
64,0.009689535,-0.6310893
65,0.03113683,-0.47615716
66,-0.008792688,-0.5433732
67,-0.005450864,-0.5370244
68,0.07375939,-0.5474639
69,0.22549218,-0.4450295
70,0.11234095,-0.46835396
71,0.36081764,-0.3364471
72,0.19949527,-0.43240535
73,0.10778535,-0.2835383
74,-0.069847114,-0.42824283
75,-0.018655922,-0.37343967
76,-0.10413783,-0.39985025
77,0.30884954,-0.52514404
78,0.09912864,-0.30358297
79,0.030804079,-0.18852554
80,-0.15865636,-0.24648465
81,0.52726156,-0.29756227
82,0.39976567,-0.15872313
83,0.09872402,-0.06302031
84,0.32065123,-0.44723722
85,0.4201591,-0.45735034
86,0.26501837,-0.50297403
87,-0.047833208,-0.36900076
88,0.08642656,-0.15020911
89,0.12713015,-0.40392575
90,0.44019532,-0.12419426
91,0.31448686,-0.3583209
92,0.26317272,-0.5270822
93,0.4176074,-0.45173877
94,0.20532042,-0.36870277
95,0.17119241,-0.4869118
96,0.22050042,-0.40636173
97,0.1596284,-0.4294369
98,0.14217064,-0.3011351
99,0.34532788,-0.4541804
100,0.2016436,-0.49032158
101,0.47674385,-0.394236
102,0.23053312,-0.37217635
103,-0.0026637062,-0.39795843
104,-0.09798796,-0.2291479
105,-0.052883383,-0.25728953
106,0.22913927,-0.40721083
