,valence,arousal
0,0.07540538,-0.5852132
1,0.12379768,-0.71709526
2,0.18574263,-0.7286826
3,0.16881502,-0.5565723
4,0.11111166,-0.67621005
5,0.10387694,-0.67532194
6,0.08399435,-0.6078911
7,0.13742432,-0.53306687
8,0.100781135,-0.4363331
9,0.14880788,-0.32663026
10,0.18995658,-0.31480137
11,0.22266561,-0.32316333
12,0.21492934,-0.46236303
13,0.24690738,-0.5186493
14,0.23013574,-0.51954454
15,0.21770674,-0.4923825
16,0.18462113,-0.53150046
17,0.09055268,-0.50974154
18,0.16020876,-0.6158083
19,0.16584146,-0.4874129
20,0.13226426,-0.44440615
21,0.068362005,-0.42644987
22,0.06553932,-0.37399295
23,0.14406684,-0.26968595
24,0.18448222,-0.46528664
25,0.15580586,-0.43026122
26,0.11680912,-0.30476713
27,0.104649656,-0.3202236
28,0.084670894,-0.3795255
29,0.06764751,-0.39618412
