,valence,arousal
0,0.42688608,-0.24553324
1,0.39044747,-0.25797498
2,0.2748426,-0.3477797
3,0.25697485,-0.13709943
4,0.26763266,-0.0036182026
5,0.3302168,-0.05662676
6,0.2249028,-0.015024534
7,0.5078895,-0.048844747
8,0.14866556,-0.5504682
9,-0.07812404,-0.63844514
10,-0.1251021,-0.70103395
11,-0.06722713,-0.6971508
12,-0.019227218,-0.73142505
13,-0.025349561,-0.7476465
14,0.035690945,-0.7793806
15,0.054531302,-0.7732575
16,0.11445469,-0.68318
17,0.13521212,-0.6217127
18,0.08341577,-0.5956884
19,0.084920876,-0.60872424
20,0.13748303,-0.5826629
21,0.15480685,-0.5469738
22,0.18735975,-0.5250351
23,0.17396083,-0.6035619
24,0.1410999,-0.69780725
25,0.13699453,-0.7598628
26,0.13941741,-0.793331
27,0.122552276,-0.8201223
28,0.11694208,-0.8443346
29,0.104211845,-0.8657534
