,valence,arousal
0,0.078040384,-0.41885725
1,0.07054072,-0.40600088
2,0.046038892,-0.41668805
3,0.03480148,-0.42569694
4,0.032059874,-0.41717193
5,0.08809479,-0.44264218
6,0.10729235,-0.476792
7,0.07607325,-0.4560157
8,0.06999912,-0.43954834
9,0.10103501,-0.4508308
10,0.035742503,-0.31695887
11,0.22021013,-0.15113573
12,0.1667796,-0.4024023
13,0.3218525,-0.45338404
14,0.27797356,-0.52036643
15,0.09214576,-0.33122417
16,0.25637457,-0.46280572
17,0.16309443,-0.5279725
18,0.093273215,-0.39752913
19,0.092201166,-0.41130427
20,0.12988478,-0.47168356
21,0.16107723,-0.5428791
22,0.16985948,-0.13532208
23,0.35953075,-0.5142372
24,0.20635033,-0.36197212
25,0.1974073,-0.39646575
26,0.17588753,-0.51129675
27,0.17620942,-0.5369196
28,0.15217274,-0.5221795
29,0.16651925,-0.4574989
